date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:07	96874/96874	---M--	200	added ('OK')	text/javascript	date:Thu,%2005%20Sep%202019%2004:53:14%20GMT	https://melodietang.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://melodietang.com/)
21:48:07	10056/10056	---M--	200	added ('OK')	text/javascript	date:Thu,%2012%20Jan%202017%2017:47:15%20GMT	https://melodietang.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://melodietang.com/)
21:48:08	1116/1116	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Jan%202015%2017:33:11%20GMT	https://melodietang.com/wp-content/themes/bold-headline/js/jquery.fittext.js?ver=4.7.29	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/themes/bold-headline/js/jquery.fittext0155.js	(from https://melodietang.com/)
21:48:09	1086/1086	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Jan%202015%2017:33:11%20GMT	https://melodietang.com/wp-content/themes/bold-headline/js/function.js?ver=4.7.29	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/themes/bold-headline/js/function0155.js	(from https://melodietang.com/)
21:48:11	830/830	---M--	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:48:10%20GMT	https://melodietang.com/xmlrpc.php?rsd	/home/nemanja/Desktop/eirc_upwork/melodietang.com/xmlrpc0db0.php	(from https://melodietang.com/)
21:48:12	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2000:49:12%20GMT	https://melodietang.com/wp-includes/wlwmanifest.xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-includes/wlwmanifest.xml	(from https://melodietang.com/)
21:48:13	51572/51572	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:11%20GMT	https://melodietang.com/wp-json/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/index.html	(from https://melodietang.com/)
21:48:14	2257/2257	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:13%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed6614.json	(from https://melodietang.com/)
21:48:19	2341/2341	---MC-	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:48:14%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2F&format=xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed2afa	(from https://melodietang.com/)
21:48:21	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	/home/nemanja/Desktop/eirc_upwork/www.google-analytics.com/analytics.js	(from https://melodietang.com/)
21:48:21	221/221	---MC-	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2019:48:18%20GMT	https://fonts.googleapis.com/css?family=Dancing+Script	/home/nemanja/Desktop/eirc_upwork/fonts.googleapis.com/cssd7fa.css	(from https://melodietang.com/)
21:48:21	114/114	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:19%20GMT	https://faviconist.com/icons/294fa99605d373351406d77319764aef/favicon.ico	/home/nemanja/Desktop/eirc_upwork/faviconist.com/icons/294fa99605d373351406d77319764aef/favicon.html	(from https://melodietang.com/)
21:48:22	458528/458528	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jan%202015%2019:43:26%20GMT	https://melodietang.com/wp-content/uploads/2015/01/cropped-mt_sketch_Circle_2.png	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/uploads/2015/01/cropped-mt_sketch_Circle_2.png	(from https://melodietang.com/)
21:48:22	1717/1717	---M--	200	added ('OK')	image/png	date:Thu,%2011%20May%202017%2014:50:33%20GMT	https://melodietang.com/wp-content/uploads/2015/01/icecream.png	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/uploads/2015/01/icecream.png	(from https://melodietang.com/)
21:48:24	10383/10383	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:21%20GMT	https://melodietang.com/projects-2/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/projects-2/index.html	(from https://melodietang.com/)
21:48:24	16889/16889	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:21%20GMT	https://melodietang.com/resume-2/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/resume-2/index.html	(from https://melodietang.com/)
21:48:25	21452/21452	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:21%20GMT	https://melodietang.com/be-like-peter-project/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/be-like-peter-project/index.html	(from https://melodietang.com/)
21:48:25	134134/134134	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:23%20GMT	https://melodietang.com/stuck-at-home/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/stuck-at-home/index.html	(from https://melodietang.com/)
21:48:26	2337/2337	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:25%20GMT	https://melodietang.com/wp-login.php?redirect_to=https%3A%2F%2Fmelodietang.com%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-loginf243.html	(from https://melodietang.com/)
21:48:27	1072/1072	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Jan%202015%2017:33:11%20GMT	https://melodietang.com/wp-content/themes/bold-headline/js/navigation.js?ver=20120206	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/themes/bold-headline/js/navigation11a8.js	(from https://melodietang.com/)
21:48:28	13018/13018	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:25%20GMT	https://melodietang.com/doodles/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/doodles/index.html	(from https://melodietang.com/)
21:48:28	12628/12628	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:25%20GMT	https://melodietang.com/pregnancy-prep-overview/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/pregnancy-prep-overview/index.html	(from https://melodietang.com/)
21:48:28	733/733	---M--	200	added ('OK')	text/javascript	date:Tue,%2020%20Jan%202015%2017:33:11%20GMT	https://melodietang.com/wp-content/themes/bold-headline/js/skip-link-focus-fix.js?ver=20130115	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/themes/bold-headline/js/skip-link-focus-fix08e0.js	(from https://melodietang.com/)
21:48:30	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://melodietang.com/)
21:48:30	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	/home/nemanja/Desktop/eirc_upwork/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
21:48:32	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:31%20GMT	https://gmpg.org/xfn/.	/home/nemanja/Desktop/eirc_upwork/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
21:48:33	16269/16269	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:32%20GMT	https://gmpg.org/xfn/intro	/home/nemanja/Desktop/eirc_upwork/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
21:48:34	7342/7342	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:33%20GMT	https://gmpg.org/xfn/faq	/home/nemanja/Desktop/eirc_upwork/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
21:48:35	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2021%20Sep%202024%2019:48:34%20GMT	http://fonts.googleapis.com/robots.txt		(from https://melodietang.com/)
21:48:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2019:48:35%20GMT	http://s.w.org/robots.txt		(from https://melodietang.com/)
21:48:37	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2021%20Sep%202024%2019:48:36%20GMT	https://fonts.googleapis.com/robots.txt		(from https://melodietang.com/)
21:48:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2019:48:37%20GMT	https://melodietang.com/?p=403	/home/nemanja/Desktop/eirc_upwork/melodietang.com/index23ea.html	(from https://melodietang.com/resume-2/)
21:48:40	2271/2271	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:37%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fresume-2%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed0aec.json	(from https://melodietang.com/resume-2/)
21:48:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2019:48:40%20GMT	https://melodietang.com/?p=1106	/home/nemanja/Desktop/eirc_upwork/melodietang.com/index7681.html	(from https://melodietang.com/projects-2/)
21:48:42	2313/2313	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:40%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fprojects-2%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed6979.json	(from https://melodietang.com/projects-2/)
21:48:44	2397/2397	---MC-	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:48:42%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fprojects-2%2F&format=xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embeddf58	(from https://melodietang.com/projects-2/)
21:48:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2019:48:44%20GMT	https://melodietang.com/?p=1098	/home/nemanja/Desktop/eirc_upwork/melodietang.com/index8ef5.html	(from https://melodietang.com/be-like-peter-project/)
21:48:46	2366/2366	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:44%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fbe-like-peter-project%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embedd000.json	(from https://melodietang.com/be-like-peter-project/)
21:48:48	2448/2448	---MC-	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:48:47%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fbe-like-peter-project%2F&format=xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed1f07	(from https://melodietang.com/be-like-peter-project/)
21:48:48	114/114	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:48%20GMT	https://belikepeter.com/wp-content/uploads/2014/10/twittericon-small.png	/home/nemanja/Desktop/eirc_upwork/belikepeter.com/wp-content/uploads/2014/10/twittericon-small.html	(from https://melodietang.com/be-like-peter-project/)
21:48:49	114/114	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:49%20GMT	https://belikepeter.com/wp-content/uploads/2014/10/instagramicon-small.png	/home/nemanja/Desktop/eirc_upwork/belikepeter.com/wp-content/uploads/2014/10/instagramicon-small.html	(from https://melodietang.com/be-like-peter-project/)
21:48:50	114/114	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:50%20GMT	https://belikepeter.com/wp-content/uploads/2014/10/facebookicon-small.png	/home/nemanja/Desktop/eirc_upwork/belikepeter.com/wp-content/uploads/2014/10/facebookicon-small.html	(from https://melodietang.com/be-like-peter-project/)
21:48:51	114/114	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:51%20GMT	https://belikepeter.com/wp-content/uploads/2014/10/mailicon-small.png	/home/nemanja/Desktop/eirc_upwork/belikepeter.com/wp-content/uploads/2014/10/mailicon-small.html	(from https://melodietang.com/be-like-peter-project/)
21:48:56	21132/21132	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:52%20GMT	https://melodietang.com/blog/aaron-frazin-charlie-app/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/aaron-frazin-charlie-app/index.html	(from https://melodietang.com/be-like-peter-project/)
21:48:56	19517/19517	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:52%20GMT	https://melodietang.com/blog/chris-mantz-drift-eyewear/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/chris-mantz-drift-eyewear/index.html	(from https://melodietang.com/be-like-peter-project/)
21:48:56	20077/20077	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:52%20GMT	https://melodietang.com/blog/brian-hill-jail-education-solutions/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/brian-hill-jail-education-solutions/index.html	(from https://melodietang.com/be-like-peter-project/)
21:48:56	18849/18849	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:52%20GMT	https://melodietang.com/blog/claire-lew-know-your-company/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/claire-lew-know-your-company/index.html	(from https://melodietang.com/be-like-peter-project/)
21:48:59	2323/2323	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:48:57%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fstuck-at-home%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed27e1.json	(from https://melodietang.com/stuck-at-home/)
21:49:00	19544/19544	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:57%20GMT	https://melodietang.com/blog/dan-novaes-mobilex-labs/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/dan-novaes-mobilex-labs/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:00	19799/19799	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:57%20GMT	https://melodietang.com/blog/deepak-goel-karmacircles/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/deepak-goel-karmacircles/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:00	19672/19672	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:48:57%20GMT	https://melodietang.com/blog/corbett-drummey-popular-pays/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/corbett-drummey-popular-pays/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:03	17550/17550	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:00%20GMT	https://melodietang.com/blog/eliad-inbar-tangiblee-2/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/eliad-inbar-tangiblee-2/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:04	2405/2405	---MC-	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:49:00%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fstuck-at-home%2F&format=xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed84cd	(from https://melodietang.com/stuck-at-home/)
21:49:04	19928/19928	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:01%20GMT	https://melodietang.com/blog/jason-kunesh-public-good/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/jason-kunesh-public-good/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:04	17968/17968	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:01%20GMT	https://melodietang.com/blog/hillary-sawchuk-a-drink-with/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/hillary-sawchuk-a-drink-with/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:06	112095/112095	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Sep%202020%2023:36:26%20GMT	https://melodietang.com/wp-content/uploads/2020/03/1000x1332.jpeg	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/uploads/2020/03/1000x1332.jpg	(from https://melodietang.com/stuck-at-home/)
21:49:06	19736/19736	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:03%20GMT	https://melodietang.com/blog/jay-savsani-meal-sharing/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/jay-savsani-meal-sharing/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:07	19829/19829	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Sep%202020%2023:36:27%20GMT	https://melodietang.com/wp-content/uploads/2020/03/1000x1332-225x300.jpeg	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-content/uploads/2020/03/1000x1332-225x300.jpg	(from https://melodietang.com/stuck-at-home/)
21:49:07	19860/19860	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:05%20GMT	https://melodietang.com/blog/jeremy-balboni-brooklyn-boulders-chicago/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/jeremy-balboni-brooklyn-boulders-chicago/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:07	1598/1598	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Sep%202024%2019:49:07%20GMT	https://www.google.com/calendar/images/ext/gc_button1_en.gif	/home/nemanja/Desktop/eirc_upwork/www.google.com/calendar/images/ext/gc_button1_en.29.delayed	(from https://melodietang.com/stuck-at-home/)
21:49:07	19234/19234	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:05%20GMT	https://melodietang.com/blog/jeremy-klein-table-savvy/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/jeremy-klein-table-savvy/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:10	18934/18934	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:07%20GMT	https://melodietang.com/blog/julie-schumacher-well-turned-words/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/julie-schumacher-well-turned-words/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:10	21700/21700	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:07%20GMT	https://melodietang.com/blog/jimmy-odom-wedeliver/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/jimmy-odom-wedeliver/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:11	20370/20370	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:08%20GMT	https://melodietang.com/blog/katie-hench-infiniteach/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/katie-hench-infiniteach/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:11	18630/18630	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:08%20GMT	https://melodietang.com/blog/kathryn-pisco-unearth-the-world/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/kathryn-pisco-unearth-the-world/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:13	2351/2351	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:10%20GMT	https://melodietang.com/wp-login.php?redirect_to=https%3A%2F%2Fmelodietang.com%2Fstuck-at-home%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-logina2f8.html	(from https://melodietang.com/stuck-at-home/)
21:49:14	19959/19959	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:10%20GMT	https://melodietang.com/blog/katlin-smith-simple-mills/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/katlin-smith-simple-mills/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:14	20385/20385	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:12%20GMT	https://melodietang.com/blog/lauren-katzberg-the-stylisted/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/lauren-katzberg-the-stylisted/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:14	19293/19293	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:12%20GMT	https://melodietang.com/blog/kris-petersen-mac-and-mia/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/kris-petersen-mac-and-mia/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:16	18480/18480	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:14%20GMT	https://melodietang.com/blog/levi-baer/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/levi-baer/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:17	2418/2418	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Sep%202024%2019:49:14%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fpregnancy-prep-overview%2F	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embede03b.json	(from https://melodietang.com/pregnancy-prep-overview/)
21:49:17	20593/20593	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:15%20GMT	https://melodietang.com/blog/martin-mcgovern-and-rajiv-nathan-idea-lemon/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/martin-mcgovern-and-rajiv-nathan-idea-lemon/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:18	18452/18452	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:15%20GMT	https://melodietang.com/blog/mike-garg-gozent/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/mike-garg-gozent/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:18	19370/19370	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:16%20GMT	https://melodietang.com/blog/mike-preuss-visible/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/mike-preuss-visible/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:20	20987/20987	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:18%20GMT	https://melodietang.com/blog/neal-sales-griffin-starter-league/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/neal-sales-griffin-starter-league/index.html	(from https://melodietang.com/be-like-peter-project/)
21:49:21	2500/2500	---MC-	200	added ('OK')	text/xml	date:Sat,%2021%20Sep%202024%2019:49:18%20GMT	https://melodietang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelodietang.com%2Fpregnancy-prep-overview%2F&format=xml	/home/nemanja/Desktop/eirc_upwork/melodietang.com/wp-json/oembed/1.0/embed7ce2	(from https://melodietang.com/pregnancy-prep-overview/)
21:49:22	18783/18783	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:49:18%20GMT	https://melodietang.com/blog/nicole-yeary-ms-tech/	/home/nemanja/Desktop/eirc_upwork/melodietang.com/blog/nicole-yeary-ms-tech/index.html	(from https://melodietang.com/be-like-peter-project/)
